from,rank,team,country,level,elo,to,season
2025-04-12,33.0,PSV,NED,1,1772.76647949,2025-04-12,2024-2025
2025-04-13,32.0,PSV,NED,1,1774.390625,2025-04-13,2024-2025
2025-04-14,33.0,PSV,NED,1,1774.390625,2025-04-17,2024-2025
2025-04-18,34.0,PSV,NED,1,1774.390625,2025-04-19,2024-2025
2025-04-20,33.0,PSV,NED,1,1774.390625,2025-04-23,2024-2025
2025-04-24,34.0,PSV,NED,1,1774.390625,2025-04-24,2024-2025
2025-04-25,30.0,PSV,NED,1,1780.92272949,2025-04-27,2024-2025
2025-04-28,33.0,PSV,NED,1,1780.92272949,2025-04-29,2024-2025
2025-04-30,32.0,PSV,NED,1,1780.92272949,2025-05-01,2024-2025
2025-05-02,34.0,PSV,NED,1,1780.92272949,2025-05-03,2024-2025
2025-05-04,32.0,PSV,NED,1,1782.54980469,2025-05-04,2024-2025
2025-05-05,34.0,PSV,NED,1,1782.54980469,2025-05-07,2024-2025
2025-05-08,33.0,PSV,NED,1,1782.54980469,2025-05-08,2024-2025
2025-05-09,34.0,PSV,NED,1,1782.54980469,2025-05-09,2024-2025
2025-05-10,33.0,PSV,NED,1,1782.54980469,2025-05-10,2024-2025
2025-05-11,31.0,PSV,NED,1,1782.54980469,2025-05-11,2024-2025
2025-05-12,27.0,PSV,NED,1,1791.48095703,2025-05-14,2024-2025
2025-05-15,27.0,PSV,NED,1,1793.04650879,2025-05-15,2024-2025
2025-05-16,28.0,PSV,NED,1,1793.04650879,2025-05-16,2024-2025
2025-05-17,27.0,PSV,NED,1,1793.04650879,2025-05-17,2024-2025
2025-05-18,26.0,PSV,NED,1,1793.04650879,2025-05-18,2024-2025
2025-05-19,25.0,PSV,NED,1,1797.03735352,2025-07-24,2024-2025
2024-08-02,,Ajax,NED,1,1617.20568848,2024-08-06,2024-2025
2024-08-07,,Ajax,NED,1,1616.01525879,2024-08-08,2024-2025
2024-08-09,96.0,Ajax,NED,1,1624.95471191,2024-08-10,2024-2025
2024-08-11,97.0,Ajax,NED,1,1624.95471191,2024-08-11,2024-2025
2024-08-12,95.0,Ajax,NED,1,1627.37683105,2024-08-13,2024-2025
2024-08-14,98.0,Ajax,NED,1,1625.13647461,2024-08-15,2024-2025
2024-08-16,100.0,Ajax,NED,1,1612.6932373,2024-08-17,2024-2025
2024-08-18,99.0,Ajax,NED,1,1612.6932373,2024-08-18,2024-2025
2024-08-19,,Ajax,NED,1,1598.81115723,2024-08-22,2024-2025
2024-08-23,,Ajax,NED,1,1607.14233398,2024-08-29,2024-2025
2024-08-30,100.0,Ajax,NED,1,1611.02331543,2024-08-30,2024-2025
2024-08-31,,Ajax,NED,1,1611.02331543,2024-09-17,2024-2025
2024-09-18,,Ajax,NED,1,1608.10290527,2024-09-18,2024-2025
2024-09-19,,Ajax,NED,1,1613.3717041,2024-09-19,2024-2025
2024-09-20,,Ajax,NED,1,1609.20690918,2024-09-21,2024-2025
2024-09-22,,Ajax,NED,1,1605.97460938,2024-09-25,2024-2025
2024-09-26,,Ajax,NED,1,1609.95385742,2024-09-26,2024-2025
2024-09-27,97.0,Ajax,NED,1,1620.94726562,2024-09-29,2024-2025
2024-09-30,94.0,Ajax,NED,1,1625.14245605,2024-10-01,2024-2025
2024-10-02,96.0,Ajax,NED,1,1624.7869873,2024-10-02,2024-2025
2024-10-03,92.0,Ajax,NED,1,1629.08349609,2024-10-03,2024-2025
2024-10-04,90.0,Ajax,NED,1,1635.38317871,2024-10-05,2024-2025
2024-10-06,89.0,Ajax,NED,1,1635.38317871,2024-10-06,2024-2025
2024-10-07,87.0,Ajax,NED,1,1637.72375488,2024-10-18,2024-2025
2024-10-19,86.0,Ajax,NED,1,1637.72375488,2024-10-19,2024-2025
2024-10-20,87.0,Ajax,NED,1,1637.72375488,2024-10-20,2024-2025
2024-10-21,85.0,Ajax,NED,1,1640.74047852,2024-10-21,2024-2025
2024-10-22,84.0,Ajax,NED,1,1640.74047852,2024-10-22,2024-2025
2024-10-23,82.0,Ajax,NED,1,1642.6394043,2024-10-23,2024-2025
2024-10-24,79.0,Ajax,NED,1,1648.69152832,2024-10-24,2024-2025
2024-10-25,72.0,Ajax,NED,1,1662.90185547,2024-10-27,2024-2025
2024-10-28,70.0,Ajax,NED,1,1664.45837402,2024-10-30,2024-2025
2024-10-31,62.0,Ajax,NED,1,1681.87243652,2024-11-02,2024-2025
2024-11-03,58.0,Ajax,NED,1,1691.8170166,2024-11-03,2024-2025
2024-11-04,59.0,Ajax,NED,1,1691.8170166,2024-11-05,2024-2025
2024-11-06,56.0,Ajax,NED,1,1694.8638916,2024-11-06,2024-2025
2024-11-07,59.0,Ajax,NED,1,1687.0423584,2024-11-07,2024-2025
2024-11-08,55.0,Ajax,NED,1,1702.04650879,2024-11-10,2024-2025
2024-11-11,54.0,Ajax,NED,1,1701.75256348,2024-11-22,2024-2025
2024-11-23,53.0,Ajax,NED,1,1701.75256348,2024-11-23,2024-2025
2024-11-24,54.0,Ajax,NED,1,1701.75256348,2024-11-24,2024-2025
2024-11-25,53.0,Ajax,NED,1,1703.98596191,2024-11-26,2024-2025
2024-11-27,51.0,Ajax,NED,1,1706.73999023,2024-11-27,2024-2025
2024-11-28,51.0,Ajax,NED,1,1707.3494873,2024-11-28,2024-2025
2024-11-29,57.0,Ajax,NED,1,1692.5880127,2024-11-30,2024-2025
2024-12-01,58.0,Ajax,NED,1,1692.5880127,2024-12-01,2024-2025
2024-12-02,56.0,Ajax,NED,1,1697.36779785,2024-12-04,2024-2025
2024-12-05,58.0,Ajax,NED,1,1692.68823242,2024-12-06,2024-2025
2024-12-07,57.0,Ajax,NED,1,1692.68823242,2024-12-07,2024-2025
2024-12-08,56.0,Ajax,NED,1,1692.68823242,2024-12-08,2024-2025
2024-12-09,59.0,Ajax,NED,1,1683.6295166,2024-12-10,2024-2025
2024-12-11,61.0,Ajax,NED,1,1680.1081543,2024-12-11,2024-2025
2024-12-12,58.0,Ajax,NED,1,1681.94128418,2024-12-12,2024-2025
2024-12-13,66.0,Ajax,NED,1,1670.88989258,2024-12-13,2024-2025
2024-12-14,64.0,Ajax,NED,1,1670.88989258,2024-12-14,2024-2025
2024-12-15,63.0,Ajax,NED,1,1670.88989258,2024-12-15,2024-2025
2024-12-16,62.0,Ajax,NED,1,1672.87158203,2024-12-21,2024-2025
2024-12-22,63.0,Ajax,NED,1,1672.87158203,2024-12-22,2024-2025
2024-12-23,59.0,Ajax,NED,1,1678.3137207,2024-12-26,2024-2025
2024-12-27,60.0,Ajax,NED,1,1678.3137207,2024-12-28,2024-2025
2024-12-29,61.0,Ajax,NED,1,1678.3137207,2024-12-31,2024-2025
2025-01-01,61.0,Ajax,NED,1,1678.3137207,2025-01-06,2024-2025
2025-01-07,60.0,Ajax,NED,1,1678.3137207,2025-01-11,2024-2025
2025-01-12,60.0,Ajax,NED,1,1679.44909668,2025-01-14,2024-2025
2025-01-15,61.0,Ajax,NED,1,1679.44909668,2025-01-19,2024-2025
2025-01-20,58.0,Ajax,NED,1,1684.45153809,2025-01-21,2024-2025
2025-01-22,57.0,Ajax,NED,1,1686.51623535,2025-01-22,2024-2025
2025-01-23,56.0,Ajax,NED,1,1693.18823242,2025-01-23,2024-2025
2025-01-24,60.0,Ajax,NED,1,1678.34118652,2025-01-26,2024-2025
2025-01-27,61.0,Ajax,NED,1,1678.34118652,2025-01-29,2024-2025
2025-01-30,61.0,Ajax,NED,1,1678.35205078,2025-01-30,2024-2025
2025-01-31,56.0,Ajax,NED,1,1684.8659668,2025-02-01,2024-2025
2025-02-02,55.0,Ajax,NED,1,1684.8659668,2025-02-02,2024-2025
2025-02-03,54.0,Ajax,NED,1,1692.7746582,2025-02-08,2024-2025
2025-02-09,53.0,Ajax,NED,1,1692.7746582,2025-02-09,2024-2025
2025-02-10,52.0,Ajax,NED,1,1697.3104248,2025-02-11,2024-2025
2025-02-12,52.0,Ajax,NED,1,1696.49145508,2025-02-12,2024-2025
2025-02-13,52.0,Ajax,NED,1,1697.82080078,2025-02-13,2024-2025
2025-02-14,48.0,Ajax,NED,1,1718.76098633,2025-02-15,2024-2025
2025-02-16,46.0,Ajax,NED,1,1718.76098633,2025-02-16,2024-2025
2025-02-17,46.0,Ajax,NED,1,1721.51953125,2025-02-18,2024-2025
2025-02-19,47.0,Ajax,NED,1,1724.9666748,2025-02-19,2024-2025
2025-02-20,46.0,Ajax,NED,1,1730.06799316,2025-02-20,2024-2025
2025-02-21,46.0,Ajax,NED,1,1722.03674316,2025-02-22,2024-2025
2025-02-23,47.0,Ajax,NED,1,1722.03674316,2025-02-23,2024-2025
2025-02-24,47.0,Ajax,NED,1,1725.63220215,2025-02-28,2024-2025
2025-03-01,46.0,Ajax,NED,1,1725.63220215,2025-03-01,2024-2025
2025-03-02,44.0,Ajax,NED,1,1725.63220215,2025-03-02,2024-2025
2025-03-03,44.0,Ajax,NED,1,1727.60351562,2025-03-04,2024-2025
2025-03-05,43.0,Ajax,NED,1,1725.09680176,2025-03-05,2024-2025
2025-03-06,44.0,Ajax,NED,1,1723.68408203,2025-03-06,2024-2025
2025-03-07,49.0,Ajax,NED,1,1714.27600098,2025-03-08,2024-2025
2025-03-09,48.0,Ajax,NED,1,1714.27600098,2025-03-09,2024-2025
2025-03-10,46.0,Ajax,NED,1,1717.51611328,2025-03-11,2024-2025
2025-03-12,46.0,Ajax,NED,1,1716.97509766,2025-03-12,2024-2025
2025-03-13,47.0,Ajax,NED,1,1716.56201172,2025-03-13,2024-2025
2025-03-14,52.0,Ajax,NED,1,1697.1081543,2025-03-16,2024-2025
2025-03-17,53.0,Ajax,NED,1,1693.4822998,2025-03-28,2024-2025
2025-03-29,55.0,Ajax,NED,1,1693.4822998,2025-03-30,2024-2025
2025-03-31,50.0,Ajax,NED,1,1709.92053223,2025-04-05,2024-2025
2025-04-06,51.0,Ajax,NED,1,1709.92053223,2025-04-06,2024-2025
2025-04-07,50.0,Ajax,NED,1,1711.58813477,2025-04-08,2024-2025
2025-04-09,51.0,Ajax,NED,1,1711.58813477,2025-04-12,2024-2025
2025-04-13,50.0,Ajax,NED,1,1711.58813477,2025-04-13,2024-2025
2025-04-14,48.0,Ajax,NED,1,1713.46459961,2025-04-20,2024-2025
2025-04-21,58.0,Ajax,NED,1,1693.49414062,2025-04-23,2024-2025
2025-04-24,57.0,Ajax,NED,1,1693.49414062,2025-04-26,2024-2025
2025-04-27,56.0,Ajax,NED,1,1693.49414062,2025-04-27,2024-2025
2025-04-28,60.0,Ajax,NED,1,1686.98937988,2025-05-01,2024-2025
2025-05-02,58.0,Ajax,NED,1,1686.98937988,2025-05-09,2024-2025
2025-05-10,59.0,Ajax,NED,1,1686.98937988,2025-05-10,2024-2025
2025-05-11,62.0,Ajax,NED,1,1686.98937988,2025-05-11,2024-2025
2025-05-12,71.0,Ajax,NED,1,1662.2142334,2025-05-14,2024-2025
2025-05-15,72.0,Ajax,NED,1,1657.24938965,2025-05-17,2024-2025
2025-05-18,71.0,Ajax,NED,1,1657.24938965,2025-05-18,2024-2025
2025-05-19,69.0,Ajax,NED,1,1663.94250488,2025-05-24,2024-2025
2025-05-25,70.0,Ajax,NED,1,1663.94250488,2025-07-22,2024-2025
2024-08-12,32.0,Bilbao,ESP,1,1764.15380859,2024-08-13,2024-2025
2024-08-14,33.0,Bilbao,ESP,1,1764.15380859,2024-08-15,2024-2025
2024-08-16,35.0,Bilbao,ESP,1,1758.79541016,2024-08-17,2024-2025
2024-08-18,36.0,Bilbao,ESP,1,1758.79541016,2024-08-18,2024-2025
2024-08-19,34.0,Bilbao,ESP,1,1758.79541016,2024-08-22,2024-2025
2024-08-23,34.0,Bilbao,ESP,1,1759.06945801,2024-08-24,2024-2025
2024-08-25,35.0,Bilbao,ESP,1,1755.51037598,2024-08-28,2024-2025
2024-08-29,34.0,Bilbao,ESP,1,1759.59936523,2024-08-29,2024-2025
2024-08-30,33.0,Bilbao,ESP,1,1759.92419434,2024-08-30,2024-2025
2024-08-31,32.0,Bilbao,ESP,1,1759.92419434,2024-08-31,2024-2025
2024-09-01,35.0,Bilbao,ESP,1,1751.97412109,2024-09-14,2024-2025
2024-09-15,36.0,Bilbao,ESP,1,1751.97412109,2024-09-15,2024-2025
2024-09-16,33.0,Bilbao,ESP,1,1757.58886719,2024-09-17,2024-2025
2024-09-18,33.0,Bilbao,ESP,1,1758.67431641,2024-09-18,2024-2025
2024-09-19,32.0,Bilbao,ESP,1,1757.52636719,2024-09-19,2024-2025
2024-09-20,31.0,Bilbao,ESP,1,1763.78039551,2024-09-22,2024-2025
2024-09-23,30.0,Bilbao,ESP,1,1769.56958008,2024-09-25,2024-2025
2024-09-26,29.0,Bilbao,ESP,1,1770.11755371,2024-09-26,2024-2025
2024-09-27,28.0,Bilbao,ESP,1,1774.35473633,2024-09-28,2024-2025
2024-09-29,29.0,Bilbao,ESP,1,1774.35473633,2024-09-29,2024-2025
2024-09-30,30.0,Bilbao,ESP,1,1769.74145508,2024-10-01,2024-2025
2024-10-02,30.0,Bilbao,ESP,1,1770.37646484,2024-10-02,2024-2025
2024-10-03,34.0,Bilbao,ESP,1,1757.72875977,2024-10-03,2024-2025
2024-10-04,34.0,Bilbao,ESP,1,1755.13891602,2024-10-06,2024-2025
2024-10-07,36.0,Bilbao,ESP,1,1748.34411621,2024-10-19,2024-2025
2024-10-20,36.0,Bilbao,ESP,1,1753.83154297,2024-10-22,2024-2025
2024-10-23,35.0,Bilbao,ESP,1,1756.47814941,2024-10-23,2024-2025
2024-10-24,36.0,Bilbao,ESP,1,1754.93432617,2024-10-24,2024-2025
2024-10-25,35.0,Bilbao,ESP,1,1763.8651123,2024-10-27,2024-2025
2024-10-28,34.0,Bilbao,ESP,1,1763.8651123,2024-10-28,2024-2025
2024-10-29,34.0,Bilbao,ESP,1,1762.6328125,2024-11-02,2024-2025
2024-11-03,33.0,Bilbao,ESP,1,1762.6328125,2024-11-03,2024-2025
2024-11-04,36.0,Bilbao,ESP,1,1758.90515137,2024-11-05,2024-2025
2024-11-06,36.0,Bilbao,ESP,1,1750.26123047,2024-11-06,2024-2025
2024-11-07,34.0,Bilbao,ESP,1,1755.69604492,2024-11-07,2024-2025
2024-11-08,33.0,Bilbao,ESP,1,1758.59008789,2024-11-08,2024-2025
2024-11-09,32.0,Bilbao,ESP,1,1758.59008789,2024-11-09,2024-2025
2024-11-10,33.0,Bilbao,ESP,1,1758.59008789,2024-11-10,2024-2025
2024-11-11,34.0,Bilbao,ESP,1,1754.70715332,2024-11-23,2024-2025
2024-11-24,35.0,Bilbao,ESP,1,1754.70715332,2024-11-24,2024-2025
2024-11-25,32.0,Bilbao,ESP,1,1760.40112305,2024-11-26,2024-2025
2024-11-27,33.0,Bilbao,ESP,1,1766.25280762,2024-11-27,2024-2025
2024-11-28,32.0,Bilbao,ESP,1,1760.89306641,2024-11-28,2024-2025
2024-11-29,31.0,Bilbao,ESP,1,1762.85803223,2024-12-01,2024-2025
2024-12-02,30.0,Bilbao,ESP,1,1768.65454102,2024-12-04,2024-2025
2024-12-05,28.0,Bilbao,ESP,1,1779.39331055,2024-12-08,2024-2025
2024-12-09,26.0,Bilbao,ESP,1,1786.81384277,2024-12-10,2024-2025
2024-12-11,26.0,Bilbao,ESP,1,1788.79321289,2024-12-11,2024-2025
2024-12-12,23.0,Bilbao,ESP,1,1805.58190918,2024-12-12,2024-2025
2024-12-13,24.0,Bilbao,ESP,1,1806.92016602,2024-12-15,2024-2025
2024-12-16,23.0,Bilbao,ESP,1,1803.66699219,2024-12-19,2024-2025
2024-12-20,23.0,Bilbao,ESP,1,1803.84802246,2024-12-21,2024-2025
2024-12-22,22.0,Bilbao,ESP,1,1810.31091309,2024-12-22,2024-2025
2024-12-23,24.0,Bilbao,ESP,1,1810.31091309,2024-12-26,2024-2025
2024-12-27,22.0,Bilbao,ESP,1,1810.31091309,2024-12-31,2024-2025
2025-01-01,22.0,Bilbao,ESP,1,1810.31091309,2025-01-04,2024-2025
2025-01-05,21.0,Bilbao,ESP,1,1810.31091309,2025-01-10,2024-2025
2025-01-11,20.0,Bilbao,ESP,1,1810.31091309,2025-01-11,2024-2025
2025-01-12,19.0,Bilbao,ESP,1,1810.31091309,2025-01-18,2024-2025
2025-01-19,20.0,Bilbao,ESP,1,1810.31091309,2025-01-19,2024-2025
2025-01-20,19.0,Bilbao,ESP,1,1815.90246582,2025-01-21,2024-2025
2025-01-22,18.0,Bilbao,ESP,1,1820.60095215,2025-01-22,2024-2025
2025-01-23,24.0,Bilbao,ESP,1,1787.43005371,2025-01-23,2024-2025
2025-01-24,24.0,Bilbao,ESP,1,1785.69067383,2025-01-25,2024-2025
2025-01-26,23.0,Bilbao,ESP,1,1785.69067383,2025-01-26,2024-2025
2025-01-27,24.0,Bilbao,ESP,1,1779.25634766,2025-01-29,2024-2025
2025-01-30,24.0,Bilbao,ESP,1,1781.50976562,2025-01-30,2024-2025
2025-01-31,23.0,Bilbao,ESP,1,1788.02062988,2025-02-01,2024-2025
2025-02-02,24.0,Bilbao,ESP,1,1788.02062988,2025-02-02,2024-2025
2025-02-03,25.0,Bilbao,ESP,1,1786.34716797,2025-02-06,2024-2025
2025-02-07,26.0,Bilbao,ESP,1,1786.34716797,2025-02-08,2024-2025
2025-02-09,22.0,Bilbao,ESP,1,1793.89904785,2025-02-11,2024-2025
2025-02-12,19.0,Bilbao,ESP,1,1796.25036621,2025-02-12,2024-2025
2025-02-13,20.0,Bilbao,ESP,1,1796.25036621,2025-02-13,2024-2025
2025-02-14,20.0,Bilbao,ESP,1,1800.76306152,2025-02-15,2024-2025
2025-02-16,19.0,Bilbao,ESP,1,1800.76306152,2025-02-16,2024-2025
2025-02-17,20.0,Bilbao,ESP,1,1797.00085449,2025-02-18,2024-2025
2025-02-19,19.0,Bilbao,ESP,1,1797.00085449,2025-02-19,2024-2025
2025-02-20,18.0,Bilbao,ESP,1,1799.70361328,2025-02-20,2024-2025
2025-02-21,18.0,Bilbao,ESP,1,1801.21362305,2025-02-22,2024-2025
2025-02-23,17.0,Bilbao,ESP,1,1801.21362305,2025-02-23,2024-2025
2025-02-24,17.0,Bilbao,ESP,1,1805.71984863,2025-03-01,2024-2025
2025-03-02,17.0,Bilbao,ESP,1,1801.02453613,2025-03-04,2024-2025
2025-03-05,16.0,Bilbao,ESP,1,1801.02453613,2025-03-05,2024-2025
2025-03-06,16.0,Bilbao,ESP,1,1802.2175293,2025-03-06,2024-2025
2025-03-07,21.0,Bilbao,ESP,1,1795.84399414,2025-03-09,2024-2025
2025-03-10,26.0,Bilbao,ESP,1,1790.50793457,2025-03-11,2024-2025
2025-03-12,23.0,Bilbao,ESP,1,1791.62207031,2025-03-13,2024-2025
2025-03-14,17.0,Bilbao,ESP,1,1810.24084473,2025-03-16,2024-2025
2025-03-17,16.0,Bilbao,ESP,1,1817.12109375,2025-03-30,2024-2025
2025-03-31,16.0,Bilbao,ESP,1,1811.47680664,2025-04-01,2024-2025
2025-04-02,17.0,Bilbao,ESP,1,1811.47680664,2025-04-05,2024-2025
2025-04-06,16.0,Bilbao,ESP,1,1811.47680664,2025-04-06,2024-2025
2025-04-07,16.0,Bilbao,ESP,1,1812.00048828,2025-04-08,2024-2025
2025-04-09,19.0,Bilbao,ESP,1,1809.04455566,2025-04-09,2024-2025
2025-04-10,17.0,Bilbao,ESP,1,1810.78686523,2025-04-10,2024-2025
2025-04-11,16.0,Bilbao,ESP,1,1812.07373047,2025-04-13,2024-2025
2025-04-14,16.0,Bilbao,ESP,1,1816.72314453,2025-04-15,2024-2025
2025-04-16,16.0,Bilbao,ESP,1,1816.56115723,2025-04-16,2024-2025
2025-04-17,16.0,Bilbao,ESP,1,1814.73303223,2025-04-17,2024-2025
2025-04-18,16.0,Bilbao,ESP,1,1820.14001465,2025-04-20,2024-2025
2025-04-21,16.0,Bilbao,ESP,1,1816.19140625,2025-04-23,2024-2025
2025-04-24,16.0,Bilbao,ESP,1,1818.84204102,2025-04-30,2024-2025
2025-05-01,16.0,Bilbao,ESP,1,1818.01318359,2025-05-01,2024-2025
2025-05-02,23.0,Bilbao,ESP,1,1797.90222168,2025-05-03,2024-2025
2025-05-04,24.0,Bilbao,ESP,1,1797.90222168,2025-05-04,2024-2025
2025-05-05,24.0,Bilbao,ESP,1,1796.48352051,2025-05-06,2024-2025
2025-05-07,25.0,Bilbao,ESP,1,1794.16149902,2025-05-08,2024-2025
2025-05-09,32.0,Bilbao,ESP,1,1783.36083984,2025-05-09,2024-2025
2025-05-10,31.0,Bilbao,ESP,1,1783.36083984,2025-05-10,2024-2025
2025-05-11,30.0,Bilbao,ESP,1,1783.36083984,2025-05-11,2024-2025
2025-05-12,28.0,Bilbao,ESP,1,1786.70214844,2025-05-15,2024-2025
2025-05-16,26.0,Bilbao,ESP,1,1795.35595703,2025-05-16,2024-2025
2025-05-17,25.0,Bilbao,ESP,1,1795.35595703,2025-05-18,2024-2025
2025-05-19,23.0,Bilbao,ESP,1,1802.54162598,2025-05-19,2024-2025
2025-05-20,24.0,Bilbao,ESP,1,1802.54162598,2025-05-20,2024-2025
2025-05-21,23.0,Bilbao,ESP,1,1802.54162598,2025-05-25,2024-2025
2025-05-26,27.0,Bilbao,ESP,1,1791.74914551,2025-05-28,2024-2025
2025-05-29,29.0,Bilbao,ESP,1,1789.31530762,2025-05-31,2024-2025
2025-06-01,28.0,Bilbao,ESP,1,1789.31530762,2025-07-31,2024-2025
2024-08-02,28.0,Napoli,ITA,1,1778.8536377,2024-08-18,2024-2025
2024-08-19,32.0,Napoli,ITA,1,1760.40270996,2024-08-21,2024-2025
2024-08-22,33.0,Napoli,ITA,1,1760.40270996,2024-08-22,2024-2025
2024-08-23,33.0,Napoli,ITA,1,1759.74169922,2024-08-25,2024-2025
2024-08-26,30.0,Napoli,ITA,1,1772.95141602,2024-08-29,2024-2025
2024-08-30,31.0,Napoli,ITA,1,1769.52844238,2024-08-31,2024-2025
2024-09-01,30.0,Napoli,ITA,1,1772.47460938,2024-09-01,2024-2025
2024-09-02,27.0,Napoli,ITA,1,1772.47460938,2024-09-14,2024-2025
2024-09-15,29.0,Napoli,ITA,1,1772.47460938,2024-09-15,2024-2025
2024-09-16,25.0,Napoli,ITA,1,1782.42236328,2024-09-17,2024-2025
2024-09-18,26.0,Napoli,ITA,1,1781.10705566,2024-09-18,2024-2025
2024-09-19,26.0,Napoli,ITA,1,1780.63659668,2024-09-19,2024-2025
2024-09-20,27.0,Napoli,ITA,1,1780.70849609,2024-09-21,2024-2025
2024-09-22,26.0,Napoli,ITA,1,1783.50061035,2024-09-25,2024-2025
2024-09-26,26.0,Napoli,ITA,1,1786.19067383,2024-09-26,2024-2025
2024-09-27,26.0,Napoli,ITA,1,1785.16308594,2024-09-29,2024-2025
2024-09-30,26.0,Napoli,ITA,1,1790.84082031,2024-10-01,2024-2025
2024-10-02,26.0,Napoli,ITA,1,1790.24633789,2024-10-02,2024-2025
2024-10-03,27.0,Napoli,ITA,1,1794.41809082,2024-10-03,2024-2025
2024-10-04,25.0,Napoli,ITA,1,1792.59350586,2024-10-04,2024-2025
2024-10-05,25.0,Napoli,ITA,1,1796.08740234,2024-10-19,2024-2025
2024-10-20,24.0,Napoli,ITA,1,1796.08740234,2024-10-20,2024-2025
2024-10-21,23.0,Napoli,ITA,1,1801.95800781,2024-10-22,2024-2025
2024-10-23,24.0,Napoli,ITA,1,1797.69958496,2024-10-23,2024-2025
2024-10-24,25.0,Napoli,ITA,1,1795.99316406,2024-10-24,2024-2025
2024-10-25,25.0,Napoli,ITA,1,1800.50305176,2024-10-26,2024-2025
2024-10-27,25.0,Napoli,ITA,1,1803.30859375,2024-10-27,2024-2025
2024-10-28,24.0,Napoli,ITA,1,1803.30859375,2024-10-29,2024-2025
2024-10-30,19.0,Napoli,ITA,1,1817.02905273,2024-11-03,2024-2025
2024-11-04,24.0,Napoli,ITA,1,1803.65979004,2024-11-05,2024-2025
2024-11-06,24.0,Napoli,ITA,1,1806.9119873,2024-11-06,2024-2025
2024-11-07,20.0,Napoli,ITA,1,1812.12451172,2024-11-07,2024-2025
2024-11-08,22.0,Napoli,ITA,1,1808.29052734,2024-11-10,2024-2025
2024-11-11,20.0,Napoli,ITA,1,1813.7043457,2024-11-23,2024-2025
2024-11-24,21.0,Napoli,ITA,1,1813.7043457,2024-11-24,2024-2025
2024-11-25,20.0,Napoli,ITA,1,1819.34277344,2024-11-25,2024-2025
2024-11-26,19.0,Napoli,ITA,1,1819.34277344,2024-11-26,2024-2025
2024-11-27,20.0,Napoli,ITA,1,1821.96533203,2024-11-27,2024-2025
2024-11-28,20.0,Napoli,ITA,1,1819.31005859,2024-11-28,2024-2025
2024-11-29,20.0,Napoli,ITA,1,1818.44104004,2024-12-01,2024-2025
2024-12-02,19.0,Napoli,ITA,1,1825.00744629,2024-12-05,2024-2025
2024-12-06,18.0,Napoli,ITA,1,1825.00744629,2024-12-08,2024-2025
2024-12-09,19.0,Napoli,ITA,1,1815.47424316,2024-12-10,2024-2025
2024-12-11,22.0,Napoli,ITA,1,1810.05004883,2024-12-11,2024-2025
2024-12-12,20.0,Napoli,ITA,1,1815.94177246,2024-12-12,2024-2025
2024-12-13,18.0,Napoli,ITA,1,1821.14306641,2024-12-14,2024-2025
2024-12-15,16.0,Napoli,ITA,1,1828.77587891,2024-12-16,2024-2025
2024-12-17,15.0,Napoli,ITA,1,1828.77587891,2024-12-19,2024-2025
2024-12-20,16.0,Napoli,ITA,1,1827.76928711,2024-12-21,2024-2025
2024-12-22,15.0,Napoli,ITA,1,1833.14099121,2024-12-29,2024-2025
2024-12-30,15.0,Napoli,ITA,1,1835.23181152,2024-12-30,2024-2025
2024-12-31,16.0,Napoli,ITA,1,1835.23181152,2024-12-31,2024-2025
2025-01-01,16.0,Napoli,ITA,1,1835.23181152,2025-01-04,2024-2025
2025-01-05,14.0,Napoli,ITA,1,1848.99194336,2025-01-12,2024-2025
2025-01-13,14.0,Napoli,ITA,1,1852.60327148,2025-01-15,2024-2025
2025-01-16,15.0,Napoli,ITA,1,1852.60327148,2025-01-18,2024-2025
2025-01-19,12.0,Napoli,ITA,1,1863.2130127,2025-01-21,2024-2025
2025-01-22,13.0,Napoli,ITA,1,1865.50878906,2025-01-22,2024-2025
2025-01-23,12.0,Napoli,ITA,1,1867.26525879,2025-01-23,2024-2025
2025-01-24,12.0,Napoli,ITA,1,1866.01782227,2025-01-25,2024-2025
2025-01-26,11.0,Napoli,ITA,1,1873.29907227,2025-01-29,2024-2025
2025-01-30,11.0,Napoli,ITA,1,1866.22290039,2025-01-30,2024-2025
2025-01-31,11.0,Napoli,ITA,1,1863.95800781,2025-02-01,2024-2025
2025-02-02,12.0,Napoli,ITA,1,1863.95800781,2025-02-02,2024-2025
2025-02-03,12.0,Napoli,ITA,1,1862.50842285,2025-02-09,2024-2025
2025-02-10,13.0,Napoli,ITA,1,1856.42358398,2025-02-11,2024-2025
2025-02-12,13.0,Napoli,ITA,1,1857.0958252,2025-02-12,2024-2025
2025-02-13,13.0,Napoli,ITA,1,1854.95617676,2025-02-13,2024-2025
2025-02-14,13.0,Napoli,ITA,1,1855.58300781,2025-02-14,2024-2025
2025-02-15,12.0,Napoli,ITA,1,1855.58300781,2025-02-15,2024-2025
2025-02-16,12.0,Napoli,ITA,1,1855.22351074,2025-02-16,2024-2025
2025-02-17,13.0,Napoli,ITA,1,1855.22351074,2025-02-18,2024-2025
2025-02-19,13.0,Napoli,ITA,1,1844.48413086,2025-02-19,2024-2025
2025-02-20,12.0,Napoli,ITA,1,1840.26940918,2025-02-20,2024-2025
2025-02-21,12.0,Napoli,ITA,1,1842.15881348,2025-02-23,2024-2025
